species,sex,subfamily,habitat,foraging_stratum,avg_span,volume,avg_brill,avg_chroma,avg_sex_dich
Sporophila_castaneiventris,Male,Sporophilinae,N,N,0.090532514,1.12e-5,0.104190905,0.095284169,0.09
Sporophila_cinnamomea,Female,Sporophilinae,N,N,0.054849549,1.94e-5,0.179618683,0.136412249,0.05
Sporophila_cinnamomea,Male,Sporophilinae,N,N,0.068977189,6.69e-6,0.126042101,0.128028968,0.05
Sporophila_collaris,Female,Sporophilinae,N,N,0.059888719,5.96e-6,0.178959964,0.148571498,0.064
Sporophila_collaris,Male,Sporophilinae,N,N,0.118950313,2.76e-5,0.173973485,0.113682501,0.064
Sporophila_corvina,Female,Sporophilinae,-,-,0.040350656,5.8e-7,0.116120216,0.1207261,0.061
Sporophila_corvina,Male,Sporophilinae,-,-,0.017558128,4.41e-7,0.097888477,0.062797777,0.061
Sporophila_frontalis,Female,Sporophilinae,F,U,0.030777796,3.23e-6,0.129351436,0.145870323,0.025
Sporophila_frontalis,Male,Sporophilinae,F,U,0.031285291,4.82e-6,0.138670128,0.126475571,0.025
Sporophila_hypoxantha,Female,Sporophilinae,N,N,0.056137103,5.25e-6,0.216761296,0.135459204,0.035
Sporophila_hypoxantha,Male,Sporophilinae,N,N,0.082403758,1.1e-5,0.194054402,0.13911344,0.035
Sporophila_leucoptera,Female,Sporophilinae,N,N,0.053854579,5.27e-6,0.162008763,0.13939919,0.084
Sporophila_leucoptera,Male,Sporophilinae,N,N,0.040608376,2.25e-6,0.238838619,0.062238918,0.084
Sporophila_lineola,Female,Sporophilinae,N,N,0.029914183,4.13e-6,0.184275176,0.144756054,0.052
Sporophila_lineola,Male,Sporophilinae,N,N,0.029589526,2.18e-6,0.230662256,0.101378733,0.052
Sporophila_luctuosa,Female,Sporophilinae,N,N,0.033828065,4.12e-6,0.162297176,0.130860846,0.093
Sporophila_luctuosa,Male,Sporophilinae,N,N,0.046365425,2.46e-6,0.184140688,0.04616143,0.093
Sporophila_minuta,Female,Sporophilinae,N,N,0.042085039,2.44e-6,0.188264411,0.136131711,0.068
Sporophila_minuta,Male,Sporophilinae,N,N,0.100783835,9.78e-6,0.150815313,0.166582166,0.068
Sporophila_nigricollis,Female,Sporophilinae,N,N,0.047441672,5.1e-6,0.152126041,0.130791058,0.067
Sporophila_nigricollis,Male,Sporophilinae,N,N,0.032717338,4.07e-6,0.186223486,0.076064245,0.067
Sporophila_peruviana,Female,Sporophilinae,N,N,0.034129786,3.13e-6,0.236794809,0.107259635,0.036
Sporophila_peruviana,Male,Sporophilinae,N,N,0.024323012,8.3e-7,0.246692564,0.081046115,0.036
Sporophila_plumbea,Female,Sporophilinae,N,N,0.042961818,1.1e-6,0.169456678,0.141771641,0.07
Sporophila_plumbea,Male,Sporophilinae,N,N,0.022312948,5.29e-7,0.238991857,0.078184606,0.07
Sporophila_ruficollis,Female,Sporophilinae,N,N,0.05009449,3.99e-6,0.201054521,0.149649894,0.044
Sporophila_ruficollis,Male,Sporophilinae,N,N,0.075674397,4.98e-6,0.150397504,0.136715757,0.044
Sporophila_schistacea,Female,Sporophilinae,F,U,0.036534264,9.46e-6,0.173572702,0.124041213,0.079
Sporophila_schistacea,Male,Sporophilinae,F,U,0.024954762,7.13e-7,0.188250755,0.052195277,0.079
Sporophila_simplex,Female,Sporophilinae,N,N,0.032957958,3.58e-6,0.217104807,0.120428479,0.01
Sporophila_simplex,Male,Sporophilinae,N,N,0.030070351,4.8e-6,0.216121598,0.117070677,0.01
Sporophila_torqueola,Female,Sporophilinae,N,N,0.049204598,3.96e-6,0.156266776,0.154113679,0.069
Sporophila_torqueola,Male,Sporophilinae,N,N,0.09961794,2.21e-5,0.174864203,0.102874049,0.069
Stephanophorus_diadematus,Female,Thraupinae,F,U/C,0.122079905,2.2485e-4,0.143951419,0.086895046,0.055
Stephanophorus_diadematus,Male,Thraupinae,F,U/C,0.161634567,6.32564e-4,0.187612747,0.132238033,0.055
Tachyphonus_coronatus,Female,Tachyphoninae,F,C,0.061346496,1.41e-5,0.120008536,0.193297792,0.193
Tachyphonus_coronatus,Male,Tachyphoninae,F,C,0.108056214,5.55e-5,0.10057068,0.057034501,0.193
Tachyphonus_cristatus,Female,Tachyphoninae,F,C,0.054881379,1.09e-5,0.129451578,0.208176989,0.143
Tachyphonus_cristatus,Male,Tachyphoninae,F,C,0.147436401,1.92386e-4,0.149913827,0.108887593,0.143
Tachyphonus_luctuosus,Female,Tachyphoninae,F,C,0.091239065,6.6e-5,0.141121102,0.177247991,0.167
Tachyphonus_luctuosus,Male,Tachyphoninae,F,C,0.044251191,1.67e-8,0.085638943,0.01372639,0.167
Tachyphonus_phoenicius,Female,Tachyphoninae,F,U/C,0.04926509,6.01e-6,0.122133157,0.111441969,0.115
Tachyphonus_phoenicius,Male,Tachyphoninae,F,U/C,0.125304554,4.78e-8,0.075587926,0.031851825,0.115
Tachyphonus_rufus,Female,Tachyphoninae,F,U/C,0.046067135,3.15e-6,0.130482019,0.174641215,0.125
Tachyphonus_rufus,Male,Tachyphoninae,F,U/C,0.027989416,5.57e-7,0.159318381,0.054017008,0.125
Tachyphonus_rufiventer,Female,Tachyphoninae,F,C,0.090794617,6.45e-5,0.139980496,0.195329026,0.104
Tachyphonus_rufiventer,Male,Tachyphoninae,F,C,0.175698809,4.17674e-4,0.196646904,0.168036449,0.104
Tachyphonus_surinamus,Female,Tachyphoninae,F,U,0.095409982,9.59e-5,0.115676108,0.156311182,0.158
Tachyphonus_surinamus,Male,Tachyphoninae,F,U,0.173666746,2.02e-5,0.097725426,0.072899085,0.158
Tangara_argyrofenges,Female,Thraupinae,F,C,0.122651094,2.86392e-4,0.183361958,0.177052503,0.132
Tangara_argyrofenges,Male,Thraupinae,F,C,0.180008324,3.64e-5,0.147798596,0.075926753,0.132
Tangara_arthus,Female,Thraupinae,F,C,0.156024959,6.06e-5,0.11894011,0.22262529,0.02
Tangara_arthus,Male,Thraupinae,F,C,0.171208274,1.20363e-4,0.13335537,0.23794567,0.02
Tangara_cayana,Female,Thraupinae,F,U/C,0.08533024,1.77311e-4,0.183772306,0.166123092,0.056
Tangara_cayana,Male,Thraupinae,F,U/C,0.126997127,6.95181e-4,0.162667172,0.156530535,0.056
Tangara_chilensis,Female,Thraupinae,F,C,0.255918028,0.002880069,0.220975572,0.149516496,0.04
Tangara_chilensis,Male,Thraupinae,F,C,0.27231828,0.003093085,0.22580781,0.165680755,0.04
Tangara_chrysotis,Female,Thraupinae,F,C,0.222767049,6.47838e-4,0.171859675,0.197368799,0.025
Tangara_chrysotis,Male,Thraupinae,F,C,0.209087755,8.68804e-4,0.199247069,0.211503038,0.025
Tangara_cucullata,Female,Thraupinae,F,C,0.080203016,9.71e-5,0.151604688,0.151748196,0.06
Tangara_cucullata,Male,Thraupinae,F,C,0.107843192,4.99413e-4,0.165026419,0.143796389,0.06
Tangara_cyanicollis,Female,Thraupinae,F,C,0.160514453,9.07436e-4,0.134771166,0.129788446,0.034
Tangara_cyanicollis,Male,Thraupinae,F,C,0.182959523,0.001190822,0.190356155,0.134194912,0.034
Tangara_cyanocephala,Female,Thraupinae,F,C,0.143115602,6.7769e-4,0.186808255,0.15384566,0.045
Tangara_cyanocephala,Male,Thraupinae,F,C,0.188800496,0.001421112,0.196999857,0.161839198,0.045
Tangara_cyanotis,Female,Thraupinae,F,C,0.117097217,2.92301e-4,0.191227769,0.139333441,0.029
Tangara_cyanotis,Male,Thraupinae,F,C,0.127463415,3.28787e-4,0.195497084,0.144889025,0.029
Tangara_cyanoptera,Female,Thraupinae,F,C,0.073751931,9.9e-5,0.19542633,0.132171651,0.085
Tangara_cyanoptera,Male,Thraupinae,F,C,0.143129234,2.93432e-4,0.213796613,0.134587129,0.085
Tangara_cyanoventris,Female,Thraupinae,F,C,0.12341344,3.82389e-4,0.176044774,0.152484242,0.038
Tangara_cyanoventris,Male,Thraupinae,F,C,0.158395325,7.84927e-4,0.175082762,0.175456527,0.038
Tangara_desmaresti,Female,Thraupinae,F,C,0.159054591,0.001187776,0.195982417,0.195723098,0.041
Tangara_desmaresti,Male,Thraupinae,F,C,0.179746567,0.001621302,0.206798277,0.229070019,0.041
Tangara_dowii,Female,Thraupinae,F,C,0.145925611,3.63961e-4,0.168202197,0.145226715,0.023
Tangara_dowii,Male,Thraupinae,F,C,0.149921939,4.2223e-4,0.181453866,0.147186354,0.023
Tangara_fastuosa,Female,Thraupinae,F,C,0.187029145,0.001893933,0.238627823,0.13149409,0.038
Tangara_fastuosa,Male,Thraupinae,F,C,0.222342233,0.002699147,0.277316384,0.152919763,0.038
Tangara_florida,Female,Thraupinae,F,C,0.141947948,1.68787e-4,0.104344908,0.164627605,0.045
Tangara_florida,Male,Thraupinae,F,C,0.164117385,1.62213e-4,0.126243225,0.198399679,0.045
Tangara_fucosa,Female,Thraupinae,F,C,0.132552053,2.22657e-4,0.185724997,0.149147145,0.045
Tangara_fucosa,Male,Thraupinae,F,C,0.158788286,4.09214e-4,0.19395246,0.155010588,0.045
Tangara_guttata,Female,Thraupinae,F,C,0.085428949,2.03653e-4,0.221892507,0.146307542,0.014
Tangara_guttata,Male,Thraupinae,F,C,0.088209105,2.1679e-4,0.225992087,0.154565037,0.014
Tangara_gyrola,Female,Thraupinae,F,C,0.174170792,6.76347e-4,0.191868743,0.200338494,0.054
Tangara_gyrola,Male,Thraupinae,F,C,0.220497216,0.00101126,0.196141227,0.219654328,0.054
Tangara_heinei,Female,Thraupinae,F,C,0.08660608,1.06696e-4,0.162365101,0.161545862,0.124
Tangara_heinei,Male,Thraupinae,F,C,0.104641874,1.43738e-4,0.153639493,0.133647038,0.124
Tangara_icterocephala,Female,Thraupinae,F,C,0.116017049,2.57898e-4,0.153148154,0.170080835,0.046
Tangara_icterocephala,Male,Thraupinae,F,C,0.133612576,4.52964e-4,0.168075841,0.21504554,0.046
Tangara_inornata,Female,Thraupinae,F,C,0.072900778,4.21e-5,0.191967874,0.075724636,0.013
Tangara_inornata,Male,Thraupinae,F,C,0.069823523,3.92e-5,0.192195378,0.078427415,0.013
Tangara_johannae,Female,Thraupinae,F,C,0.134770896,6.90172e-4,0.178343327,0.154306534,0.025
Tangara_johannae,Male,Thraupinae,F,C,0.147474006,6.83816e-4,0.188672224,0.151719235,0.025
Tangara_labradorides,Female,Thraupinae,F,C,0.134648921,2.682e-4,0.229152598,0.179594963,0.021
Tangara_labradorides,Male,Thraupinae,F,C,0.13827836,3.15713e-4,0.257753559,0.190731066,0.021
Tangara_larvata,Female,Thraupinae,F,C,0.193689342,0.001875835,0.22458431,0.136144193,0.036
Tangara_larvata,Male,Thraupinae,F,C,0.212767601,0.001873302,0.245024115,0.142173675,0.036
Tangara_lavinia,Female,Thraupinae,F,C,0.104393067,1.43812e-4,0.171207438,0.15768557,0.107
Tangara_lavinia,Male,Thraupinae,F,C,0.235643041,6.62812e-4,0.167622138,0.236205039,0.107
Tangara_mexicana,Female,Thraupinae,F,C,0.180181693,3.4192e-4,0.229132658,0.124855401,0.025
Tangara_mexicana,Male,Thraupinae,F,C,0.190401849,3.29765e-4,0.231009933,0.119013073,0.025
Tangara_meyerdeschauenseei,Female,Thraupinae,N,N,0.073824568,1.43062e-4,0.166168276,0.160216889,0.081
Tangara_meyerdeschauenseei,Male,Thraupinae,N,N,0.094457256,6.18271e-4,0.161117106,0.129629972,0.081
Tangara_nigrocincta,Female,Thraupinae,F,C,0.127412719,9.64644e-4,0.267011699,0.09620403,0.049
Tangara_nigrocincta,Male,Thraupinae,F,C,0.160504411,0.001553139,0.311124221,0.11450993,0.049
Tangara_nigroviridis,Female,Thraupinae,F,C,0.115254507,1.65389e-4,0.216264167,0.140352242,0.031
Tangara_nigroviridis,Male,Thraupinae,F,C,0.118394037,1.28198e-4,0.236208864,0.146129748,0.031
Tangara_palmeri,Female,Thraupinae,F,C,0.083185925,6.75e-5,0.258566281,0.059045471,0.027
Tangara_palmeri,Male,Thraupinae,F,C,0.079860788,3.56e-5,0.289524764,0.055084241,0.027
Tangara_parzudakii,Female,Thraupinae,F,C,0.166425136,9.29005e-4,0.228752486,0.217099729,0.048
Tangara_parzudakii,Male,Thraupinae,F,C,0.160719078,0.001231324,0.274002917,0.210322955,0.048
Tangara_peruviana,Female,Thraupinae,F,C,0.089529876,1.76968e-4,0.1743259,0.183118709,0.062
Tangara_peruviana,Male,Thraupinae,F,C,0.134640985,6.16068e-4,0.198181133,0.18517624,0.062
Tangara_phillipsi,Female,Thraupinae,F,C,0.09941348,2.48481e-4,0.199483298,0.157951255,NA
Tangara_preciosa,Female,Thraupinae,F,C,0.10480176,2.96937e-4,0.166615848,0.154509936,0.051
Tangara_preciosa,Male,Thraupinae,F,C,0.153099374,4.63385e-4,0.179703,0.180493008,0.051
Tangara_punctata,Female,Thraupinae,F,C,0.094406012,1.4982e-4,0.213507766,0.150028691,0.021
Tangara_punctata,Male,Thraupinae,F,C,0.096669167,2.04984e-4,0.201924333,0.145310183,0.021
Tangara_rufigenis,Female,Thraupinae,F,C,0.085332164,1.32603e-4,0.152598715,0.179632826,0.037
Tangara_rufigenis,Male,Thraupinae,F,C,0.102169945,1.47052e-4,0.16710605,0.185283187,0.037
Tangara_ruficervix,Female,Thraupinae,F,C,0.127403745,3.92801e-4,0.197066754,0.099803594,0.033
Tangara_ruficervix,Male,Thraupinae,F,C,0.147963724,8.23954e-4,0.205527753,0.113480193,0.033
Tangara_rufigula,Female,Thraupinae,F,C,0.076415256,5.5e-5,0.202895244,0.175654701,0.026
Tangara_rufigula,Male,Thraupinae,F,C,0.083538654,5.37e-5,0.198428612,0.1781664,0.026
Tangara_schrankii,Female,Thraupinae,F,C,0.145385744,8.21426e-4,0.139949741,0.188850587,0.033
Tangara_schrankii,Male,Thraupinae,F,C,0.179413525,0.001417671,0.151226574,0.196461753,0.033
Tangara_seledon,Female,Thraupinae,F,C,0.147786082,0.001399136,0.180004932,0.155456586,0.049
Tangara_seledon,Male,Thraupinae,F,C,0.202020341,0.002809856,0.216038455,0.170495389,0.049
Tangara_varia,Female,Thraupinae,F,C,0.06139675,8.28e-5,0.184031291,0.150874924,0.038
Tangara_varia,Male,Thraupinae,F,C,0.088023315,1.89756e-4,0.176215946,0.160156079,0.038
Tangara_vassorii,Female,Thraupinae,F,C,0.129823474,4.67878e-4,0.171129476,0.097994068,0.07
Tangara_vassorii,Male,Thraupinae,F,C,0.157826173,5.39069e-4,0.209993783,0.136681575,0.07
Tangara_velia,Female,Thraupinae,F,C,0.249706858,0.004575441,0.173493859,0.180177698,0.052
Tangara_velia,Male,Thraupinae,F,C,0.273486138,0.005797967,0.188159922,0.187228936,0.052
Tangara_viridicollis,Female,Thraupinae,F,C,0.098948766,2.92695e-4,0.161544811,0.163302971,0.128
Tangara_viridicollis,Male,Thraupinae,F,C,0.104246487,1.22786e-4,0.13913488,0.105612548,0.128
Tangara_vitriolina,Female,Thraupinae,F,C,0.087249681,1.32066e-4,0.182960426,0.160105951,0.043
Tangara_vitriolina,Male,Thraupinae,F,C,0.116739392,4.73749e-4,0.175331604,0.180838203,0.043
Tangara_xanthocephala,Female,Thraupinae,F,C,0.137672943,7.61302e-4,0.191359438,0.190498783,0.04
Tangara_xanthocephala,Male,Thraupinae,F,C,0.175867054,0.001292141,0.210752741,0.200051237,0.04
Tangara_xanthogastra,Female,Thraupinae,F,C,0.092270783,4.15225e-4,0.213651461,0.164678377,0.04
Tangara_xanthogastra,Male,Thraupinae,F,C,0.107424918,5.17421e-4,0.21232969,0.186258063,0.04
Tersina_viridis,Female,Dacninae,F,C,0.072361632,5.18e-5,0.235587852,0.126705791,0.105
Tersina_viridis,Male,Dacninae,F,C,0.083561523,4.16e-5,0.331417941,0.075263855,0.105
Thlypopsis_fulviceps,Female,Poospizinae,F,U/C,0.050641458,1.07e-5,0.240480441,0.119612103,0.014
Thlypopsis_fulviceps,Male,Poospizinae,F,U/C,0.064268196,1.68e-5,0.243680618,0.126110473,0.014
Thlypopsis_inornata,Female,Poospizinae,N,N,0.075424009,1.77e-5,0.218079075,0.133525244,0.024
Thlypopsis_inornata,Male,Poospizinae,N,N,0.084040214,2.54e-5,0.202635187,0.14094057,0.024
Thlypopsis_ornata,Female,Poospizinae,F,U/C,0.096653366,5.13e-5,0.195150059,0.161766038,0.015
Thlypopsis_ornata,Male,Poospizinae,F,U/C,0.108210757,6.13e-5,0.180935654,0.174410451,0.015
Thlypopsis_pectoralis,Female,Poospizinae,F,U/C,0.085381891,4.34e-5,0.181816387,0.161668126,0.018
Thlypopsis_pectoralis,Male,Poospizinae,F,U/C,0.088520375,4e-5,0.175736645,0.163585171,0.018
Thlypopsis_ruficeps,Female,Poospizinae,F,U/C,0.073891799,4.63e-5,0.22448253,0.179402922,0.013
Thlypopsis_ruficeps,Male,Poospizinae,F,U/C,0.083764981,6.15e-5,0.226219114,0.18105942,0.013
Thlypopsis_sordida,Female,Poospizinae,F,U/C,0.079479973,8.19e-5,0.213719646,0.14609556,0.014
Thlypopsis_sordida,Male,Poospizinae,F,U/C,0.087443566,8.3e-5,0.227929002,0.150420899,0.014
Thraupis_abbas,Female,Thraupinae,F,C,0.089396723,8.41e-5,0.179687553,0.067251171,0.035
Thraupis_abbas,Male,Thraupinae,F,C,0.110489772,1.18687e-4,0.193362353,0.083402104,0.035
Thraupis_cyanocephala,Female,Thraupinae,F,C,0.126481692,1.86371e-4,0.143388663,0.11672095,0.025
Thraupis_cyanocephala,Male,Thraupinae,F,C,0.117171002,2.18933e-4,0.134657777,0.115747768,0.025
Thraupis_cyanoptera,Female,Thraupinae,F,C,0.078806977,1.59896e-4,0.193074191,0.083653783,0.027
Thraupis_cyanoptera,Male,Thraupinae,F,C,0.091464743,2.55744e-4,0.206892965,0.082928534,0.027
Thraupis_episcopus,Female,Thraupinae,F,C,0.039533401,2.28e-5,0.300209604,0.05187926,0.01
Thraupis_episcopus,Male,Thraupinae,F,C,0.042952257,3.29e-5,0.330003827,0.053845774,0.01
Thraupis_glaucocolpa,Female,Thraupinae,F,C,0.037340882,7.48e-6,0.241356957,0.074363024,0.015
Thraupis_glaucocolpa,Male,Thraupinae,F,C,0.033190625,1.04e-5,0.267258145,0.072491452,0.015
Thraupis_ornata,Female,Thraupinae,F,C,0.064141735,8.19e-5,0.167122994,0.049333965,0.054
Thraupis_ornata,Male,Thraupinae,F,C,0.102168547,1.83545e-4,0.191985536,0.078416651,0.054
Thraupis_palmarum,Female,Thraupinae,F,C,0.07908091,2.71e-5,0.157194318,0.085799069,0.029
Thraupis_palmarum,Male,Thraupinae,F,C,0.086752278,2.54e-5,0.174337187,0.102806417,0.029
Thraupis_sayaca,Female,Thraupinae,F,C,0.037733636,2.24e-5,0.214437555,0.068623684,0.019
Thraupis_sayaca,Male,Thraupinae,F,C,0.044315611,2.97e-5,0.239529968,0.070533422,0.019
Tiaris_bicolor,Female,Coerebinae,N,N,0.027507196,3.81e-6,0.159145079,0.085279835,0.015
Tiaris_bicolor,Male,Coerebinae,N,N,0.024983294,3.78e-6,0.101711412,0.076719227,0.015
Tiaris_canorus,Female,Coerebinae,F,U,0.057795338,4.26e-5,0.167307068,0.141278623,0.047
Tiaris_canorus,Male,Coerebinae,F,U,0.085570636,8.28e-5,0.150483159,0.116437587,0.047
Tiaris_fuliginosus,Female,Coerebinae,F,U,0.025083925,1.54e-6,0.133843255,0.123595642,0.054
Tiaris_fuliginosus,Male,Coerebinae,F,U,0.013362108,1.99e-7,0.081237601,0.070819647,0.054
Tiaris_obscurus,Female,Coerebinae,N,N,0.029895097,2.07e-6,0.197103728,0.113452622,0.011
Tiaris_obscurus,Male,Coerebinae,N,N,0.02885306,1.38e-6,0.195218577,0.109976468,0.011
Tiaris_olivaceus,Female,Coerebinae,N,N,0.03380939,6.12e-6,0.147495675,0.150325079,0.053
Tiaris_olivaceus,Male,Coerebinae,N,N,0.099839566,4.93e-5,0.138494621,0.149156986,0.053
Trichothraupis_melanops,Female,Tachyphoninae,F,U,0.089015697,3.21e-5,0.147335146,0.145696425,0.053
Trichothraupis_melanops,Male,Tachyphoninae,F,U,0.1316489,1.03298e-4,0.18550548,0.143488607,0.053
Urothraupis_stolzmanni,Female,Poospizinae,F,U,0.02126758,6.81e-7,0.13508726,0.048582712,0.009
Urothraupis_stolzmanni,Male,Poospizinae,F,U,0.022455416,1.02e-6,0.141095375,0.044086958,0.009
Volatinia_jacarina,Female,Tachyphoninae,N,N,0.039860031,8.71e-7,0.150909125,0.118254508,0.12
Volatinia_jacarina,Male,Tachyphoninae,N,N,0.039115867,1.36e-6,0.096101704,0.029020001,0.12
Wetmorethraupis_sterrhopteron,Female,Thraupinae,F,C,0.249048961,4.6549e-4,0.169912892,0.161525634,0.013
Wetmorethraupis_sterrhopteron,Male,Thraupinae,F,C,0.281378744,2.7759e-4,0.164000941,0.163222266,0.013
Xenospingus_concolor,Female,Poospizinae,N,N,0.021889056,4.1e-7,0.140466635,0.069096077,0.127
Xenospingus_concolor,Male,Poospizinae,N,N,0.017764214,3.3e-7,0.160822893,0.055941261,0.127
Xenodacnis_parina,Female,Diglossinae,F,U/C,0.111066262,4.07e-5,0.152149464,0.096935399,0.017
Xenodacnis_parina,Male,Diglossinae,F,U/C,0.075123987,2.15e-5,0.127581009,0.088660402,0.017
