entrezgene,FDRPval_m1m2,FDRPval_m2m2a,FDRPval_m7m8,FDRPval_m8m8a,FDRPval_busted
421570,1,1,0.00477582005724518,0.193448287441241,1.0213121062961727e-5
427119,1.19558386572043e-7,1.52852696842197e-8,0,0,0
420099,1,1,1.37407555634228e-14,0.0482630481538947,2.392701549572998e-6
418702,1,1,4.71466241992462e-4,0.319019219138877,1
768550,2.79129147333155e-5,4.24357183248558e-6,2.85322806519017e-14,1.23686846550627e-13,4.3023007630247814e-13
415708,1,1,1.28395069044803e-9,1.04667931320273e-6,0
770366,7.46533826151659e-5,1.18115441672188e-5,0,6.30284490666735e-7,0.2579063188040353
419831,1,1,5.29305154223215e-9,0.475030398229513,6.916153280179382e-10
421287,0.104605024046203,0.0269788302790799,2.76817248601106e-15,1.05692083643862e-5,0.002798787420784082
426252,1,1,4.45281436109357e-4,0.111883683513349,0
424715,1,1,1,0.514886466047731,2.7855340171835684e-5
423116,1,1,0.0248619181528424,0.411387663120128,0
428876,0.858938777645806,0.31501696527326,4.09526618023033e-9,5.70391944891228e-5,0
418925,1,1,1,1,0.10568925507498135
428750,1.25814674461967e-8,1.5199940784871e-9,0,0,0
420323,1,1,0.0143323510723109,0.742795295969592,0
419889,0.452295025251159,0.168010713727968,5.58580500623684e-6,5.88514363735646e-4,0.4041282448805447
396472,1,1,1,1,0.013343800267924722
100857146,1,1,1,1,4.804479140379235e-9
427802,1,1,1,1,1
417009,1,1,1,1,0.8069701224367902
424556,1,1,3.6760241810006e-4,0.046577868684201,2.6984875069062843e-12
396405,1,1,1,0.286007774270057,0.503315920009585
431626,1,1,1.86743286259243e-5,5.59566289526083e-5,0
100858026,1,1,0.00576188367670827,0.528839825820779,0.2148259522483763
395087,0.0113584216407807,0.00237621425991288,2.11383843557222e-14,1.42707424644242e-6,0.04344941084337805
421048,1,1,0.974887331163984,0.892946461865739,0.14007394210586896
374255,1,1,0.0124671488133766,0.869383135457035,6.379557342920867e-4
417670,1,1,1,1,1
407090,1,1,0.638313810890676,0.432751133090879,5.368346681136019e-8
427918,0.0947799868084935,0.0241646161139653,6.77543120676314e-6,4.67236018777364e-4,0.4802308692789652
418738,1,1,0.0200419588975611,0.939529976101468,2.120727442606299e-4
420879,1,1,1.95310825155414e-13,0.037813154076315,0.03354054697037733
420799,1,1,1,0.294232777907025,0.21982056735981462
421537,1,1,9.88942566178761e-5,0.922404953948629,0.1304338810394584
420798,1,1,0.0214238268612097,0.101305551276626,0.007012789855645881
415733,1,1,1,1,0.008651798341577586
771186,1,1,0.111266804410832,0.648320110321518,1
421218,1,1,0,1,0
100857846,1,1,7.80558241834338e-8,0.0120577147471649,8.397138675942063e-14
427217,1.27346624780629e-9,1.45863714779759e-10,0,0,0
395647,1,1,0.00253849121984407,0.757074615134183,0
417540,1,1,0.0195512188541156,1,1
378801,1,1,1,1,1
416455,1,1,0.00135499815845191,0.822098543700781,1
NA,1,1,1,1,0.690499059513465
771145,1,1,1,0.495312870552896,0.003970274368649049
424206,0,0,0,0,0
428879,0.0105397366407883,0.00222895308747474,3.03397515200811e-9,9.90583842353904e-5,4.045044534192977e-4
421532,1,1,1,1,1
419548,1,1,9.34053513861539e-7,0.00205995253377662,6.044280907974187e-15
101750407,0.00389616797101993,7.57434963201811e-4,2.94187426146796e-10,4.50594229365989e-8,0
428217,1,1,3.11635275072715e-6,0.0751260650082921,0
420196,1,1,1,1,0.009816475789542683
100858798,1,1,0.00956598303716127,0.383648358727425,1
424417,6.95919626710029e-9,8.2915746544373e-10,0,5.32586971749196e-8,0
417326,1,1,1.22398543675932e-4,0.526218157422507,0.719816202721425
395706,0.40070923132965,0.12517932357702,5.56323554083728e-8,3.5565632943635e-4,0.530176990302214
426416,1,1,0.0924268587206865,0.0603737474674419,0
427140,8.71287483919423e-9,1.04358891507364e-9,0,0,0
423329,1,1,0.00236967264481949,0.850597281459339,9.37634955845446e-9
420277,1,1,7.62285653571529e-13,0.559510106877031,0
NA,1,1,0.744825760087066,0.40574470429518,1
395215,1,1,9.56330341221438e-6,0,0
419434,1,1,1,0.430799800257186,0
428658,1,1,1,0.556559823225049,0.10068173351345247
420513,1,1,1,1,1.1057059962538762e-7
422828,1.22567555526701e-4,1.98099259957448e-5,2.33751552393206e-13,1.07604331920998e-9,6.736877786180766e-5
770427,1,0.744073737328383,6.91375215118005e-7,0.640824487856182,0.0028674629876065945
423728,1,1,6.49011530438637e-13,0.114290940593111,0
416715,1,0.602419573120722,1.34486632063974e-9,0.0126741941650252,1
427655,1,1,0.00108781411865504,0.531429115162705,0.007552430748145254
420961,1,1,1,0.85691694259083,0.01237317974253671
419556,1,1,1,0.290143713703736,0.44893313022011383
422851,9.65958470556631e-7,1.31059644568624e-7,0,5.93680311540982e-12,0
421602,1,1,1,0.0686089820120584,1
417147,0.0328693540737131,0.00751890650941316,0,3.02798208715566e-6,0
418611,0,0,0,0,0
417339,1,1,0.0462687656392491,0.660587738453096,0.7054182866978915
418158,1,1,7.77284211695519e-8,0.00199466137755785,0
425531,1,1,0.0029666325035457,0.465197743879702,0
396318,1,1,2.66066715331943e-4,0.915266208755033,3.73766768679798e-15
420483,1,1,0.908734630865895,0.903049660175535,3.534048279456459e-10
771502,1,1,1.33355569223489e-8,0.0745183332589229,0
429007,1,1,0.0890138884709718,0.475290929031461,0.07196635820108026
430349,1,1,0.0330385977245341,0.0279730694924423,1.3600157984366983e-5
416226,1,1,1,0.897183204474565,1
423196,1,1,0.363344176596891,1,0.4002872573710799
420675,1,1,6.5343554318511e-4,1,2.3028415319417387e-13
NA,1,1,1,0.807295586684491,7.201837569573769e-4
424308,1,1,4.63832174677337e-5,1,0
395129,1,1,1,0.780685153678072,0.3598639305934302
421992,1,1,0.149409806377629,0.754948059470893,0.009545406971442325
419511,1,1,1,1,1
395269,1,1,0.00224481928737354,1,0.1424939318758403
423999,1,1,1,1,1
771230,1,1,0.0359346424894893,1,0
395625,1,1,1,0.719979319280818,1
100857935,1,1,1,1,0.7394405548049006
101749102,0.0275807167517741,0.00621352635614183,9.96883285516934e-11,4.74251959695944e-7,9.475477329804981e-16
419027,1,1,1,0.117237781515588,3.3579195737251286e-4
771373,1,1,0.04179840698897,0.752532596680176,6.29948902299618e-8
418097,1,1,0.3958248752509,0.35755456146689,0.8340282627313362
770428,1,1,0.00216280937267688,0.168653115632128,1.783305042625207e-4
422147,1,1,1.83891242719634e-11,0.1785350677672,0
395190,1,1,4.32988310971334e-4,0.608087355823592,1.146088615416155e-6
101749569,0.880533321690991,0.325044363923611,3.31960064687734e-7,0.142092713520421,1
418243,1.45767450435734e-10,1.59776038055053e-11,0,0,0
395791,1,1,1,0.920871786168211,1
424983,1,1,3.63202597077786e-5,1,0
417907,1,1,1,0.680678778195648,1
100857516,1,1,1,1,7.598898488327263e-8
418386,1,1,0.539798138140153,1,0.7722148346291167
420047,1,1,2.17269565643854e-9,0.190466548886268,2.736551319231141e-7
428379,0.0512558883051313,0.0122434183573417,1.78702447513909e-8,0.0515546652179912,4.203301877281704e-15
422848,1,1,0.180331559382544,0.795036649158089,0.858437911120808
101750708,0.777358619963583,0.278622287848168,0,3.33262556286679e-7,0
426327,1,1,4.64834706302888e-7,0.982952521051272,2.1379402962352944e-4
100859859,1,1,4.17521330252384e-4,0.015524241901587,0.006858255708582254
420180,1,1,2.4539644366559e-9,0.219902407749871,2.939652019955047e-6
423934,1,1,1.14190813342022e-4,1,0
768684,1.17304070264006e-4,1.89226470288551e-5,0,1.73867084723642e-12,0
428398,1,1,1,0.0214078971319365,1
420944,1,1,0.27398241031079,0.446086101644529,1.448284406224847e-4
415554,0,0,0,0,0
416827,6.33426699519924e-5,9.95233862316481e-6,3.54803216997439e-13,1.54932101396185e-10,1
423194,1,1,4.15824837466687e-4,0.637041983997991,0
421959,1,1,0.0205168156707166,0.967952152910326,1.544443935584915e-5
417464,4.56921965118313e-7,6.06114134643985e-8,0,2.72539474952505e-11,0.00457010340574415
417437,1,1,1,0.436777895835508,0.6293749616360216
427285,1,1,0.00307166575067822,0.00387800272770938,0.9945432086578406
424844,1,0.975885610984388,7.71850413299234e-5,0.433337460354044,0.10768745557443468
422526,1,1,1,1,1
101749632,1.49122696687266e-6,2.04979414365865e-7,0,1.34688423483842e-14,2.5400954272569677e-5
422591,1,1,7.18323240040847e-16,5.53130006987085e-6,0
421866,1,1,0.190471205379817,0.852406648660018,0.7537779843640914
100858462,1,1,7.2558781525893e-10,1.48165119939686e-7,0
422363,1,1,1,1,2.2831873732616547e-10
415326,1,1,0.16021921240253,0.608115944240746,1
417926,0.0500723274516561,0.0119329011337518,8.99174577682878e-14,7.32323054361268e-4,0
424612,3.26883558998681e-8,4.04260846632204e-9,0,0,0
426737,1,1,0.255044488317594,0.947518754823429,0
421437,1.45533970522897e-9,1.67177914949331e-10,0,0,0.0014370354180005024
430581,0.230778722171838,0.065936481093792,0,0.374058481549161,0.21768286839717868
423474,1,1,1,1,0.001999464668803751
427652,1,1,1,0.354011110757759,0.0015623947331972169
421100,1,1,0.928117570775174,0.569557630161024,5.70792131733455e-7
427368,1,1,1.03531100656709e-7,0.679606718532422,0
418829,8.54195574131171e-13,8.64233108307433e-14,0,0,0
424796,0.00302592270620965,5.78451508818553e-4,1.01044369252903e-13,2.64427317355863e-8,0.11064532212560547
768965,1,1,1,0.89476478863866,1
769997,1,1,1,0.952952821251268,0
415360,1,1,2.92733888722456e-8,0.17770519348699,0.006483111867874423
430350,1,1,0.0125079070463989,0.805814950641122,2.1491578443894788e-7
416523,1,1,1,0.741142440230564,1
423952,1,1,1.24926478152703e-5,1,0.011182985969261983
421874,1,1,9.19321078229224e-5,1,0
422332,1,1,0.0371002002454253,1,0.40223227495615643
416021,1,1,0.00106282010703704,1,0.01107546970903401
101748488,1,1,1,0.598451650350673,1.280879722200848e-12
396122,1,1,0.0779063619876121,0.105545771152069,1
425294,1,1,1,0.164138006432177,0.36986538133676894
771165,1,1,0.0701582132284067,0.613375810361606,1
422464,5.12285769360688e-11,5.50234327642307e-12,0,0,1
424723,1,1,3.92099039408072e-10,0.889965045141331,0.042287592810958265
430442,1,1,1,1,0.06804082056299704
426199,1,1,5.44171283669455e-4,0.96514702753997,0.03278398609984134
420455,1,1,0.00370701826814575,0.395412629812169,1
418259,1,1,1,0.642960622508398,0
NA,1,1,1,1,0.7966479648244279
416187,1,1,1,1,1
417930,1,1,0.0206058499836021,0.150356992486448,0
421877,1,1,0.417764858349714,0.49558387186763603,7.006509231223479e-5
NA,1,1,4.57727926863556e-5,1,0.0022712430400796324
772164,1,1,0.0277279940344541,0.824156057637796,0.0026726933111440327
770487,1,1,1.48201780039739e-6,0.184022285830088,1.7617357334542013e-5
417550,1,1,8.46739667499586e-4,0.178069811592087,1
416639,1,1,0.665846174766916,1,1
416240,1,1,0.00107048997576236,0.877838007246248,0
416510,0,0,0,0,0
427660,1,1,0.0361235590525462,0.92538441291729,1
NA,1,1,0.00500771555484457,0.0436649890809542,NA
100858750,1,1,0.177577957375112,1,0.2519729189722866
101750938,1,1,1,0.736524302310219,1
428403,1,1,5.69135108859844e-11,0.718536573644822,1
395619,1,1,1.09549599722376e-12,0.0893474747243991,0
772072,0.589211676493485,0.198564917914427,8.28614463179859e-14,5.83977360708556e-6,0
100857133,1,1,1,1,1
418378,1,1,0.0140856063532017,0.252777118663769,0
416679,1,1,0.020456864687287,1,1.228815204263721e-5
427127,1,1,2.76811626012148e-6,0.00358135877448894,0
416129,1,1,1,0.836556967913311,8.53900620752964e-4
418090,1,1,1,1,1
423120,1,1,6.86260532516939e-4,0.0917699668300795,0.001512691822777943
427903,1,1,0.294328199948814,0.937266637659696,0.47566217073309713
419106,1,1,1,1,0.07793827423104221
419012,5.48418877795211e-5,8.56505684895725e-6,1.31208175637518e-14,8.51468072438075e-9,2.506616889934821e-4
408036,1,1,0.0179062274357583,1,0.1681786121202156
417484,1,1,0,1.98815139594178e-8,2.2387133862867824e-4
420432,5.72220761070884e-7,7.64193333516847e-8,0,1.78514334820062e-14,4.613025535007944e-9
423617,0.0641254204823558,0.0156792395225748,1.67309749424004e-9,4.77420092251433e-6,0
419281,1,1,1.54568803863122e-8,0.839890366813551,0
395289,1,1,0.0450432656988937,0.0653249855035056,5.850879300216142e-8
771207,1,1,1,1,0.24980320176493115
771808,1,1,0.341215266882288,0.52985500342523,0.034381476042309525
395703,1,1,2.38904783905186e-7,0.233493083024353,1
424509,1,1,1.44695345530756e-13,1.31965361706552e-8,0
416989,1,1,2.21832167558623e-12,0.187048878504054,0
424050,1,1,6.591145852069e-8,1,0
416895,2.69627883083553e-9,1,1,0.471590070807142,1
418481,1,1,0.00917769654581559,0.221382189279813,0.06083950082704456
414854,1,1,0.110591145822591,0.533543638742524,0.03899346240624854
420889,1,1,1,0.498579104159854,0
428865,1,0.543602230862436,0.00288780804935719,0.0889847476041215,1
374030,1,1,1,1,1
100857890,1,0.837970458824623,1.29242715039101e-6,0.0900538714732943,0.03780830770176627
423795,1,1,0.00124156680938127,0.784070574252947,2.1066585393337036e-11
415615,1,1,0.373039243765294,1,1
418597,1,1,1,1,4.386034734483127e-5
100858985,1,1,1,0.809901731522106,1
428884,0.29689346692936,0.0882374012627327,3.2413863116278e-10,0.00252336283931823,0
416572,9.75914273485721e-11,1.06124353837525e-11,0,0,0
396289,1,1,1,1,0.41761001954342186
395857,1,1,0.0308626078653627,0.252981395506145,0.04688779972320145
420994,1,1,0.250906394909541,1,1
424519,0.142584484226858,0.0381572280441515,9.71234593335143e-11,3.95546575874788e-4,0
420058,1,1,0.00352583418617696,0.416095322826117,0.09521434994683152
419930,1,1,4.95465319053324e-5,4.57146397138879e-4,2.2872141372732414e-14
771262,1,0.718282559195072,1.28790674073476e-11,3.48769131866837e-4,2.3994157822501633e-6
428263,1,1,0.00149277169137629,0.914136290553219,5.553236721956773e-14
424310,1,1,0.0430238832639033,0.151926879650392,0.38081586261583067
416585,3.89449373650942e-11,4.16309506005442e-12,0,0,0
418161,0.896481114244387,0.332371463678253,4.40541090844253e-11,1,0
427257,0.561154941474855,0.187195709389708,6.50705653606098e-8,3.75296259861981e-5,0.06039669964477298
419860,1,1,0.00345815162400574,0.510849021808028,5.585581748367878e-15
422400,1,1,2.01873125310788e-9,0.78005416673843,0
420176,1,1,4.6340662494137e-11,0.127682488801819,0
416968,1,1,3.07676932365106e-8,0.0348467764849256,0.010512026585197069
424957,0,0,0,0,0
420385,1,1,1.23794615369749e-4,0.756886100903828,2.179102665325821e-8
423440,1,1,1.62895184676141e-4,0.360974579105768,1.572280577458703e-4
396434,1,1,1,0.644577904753409,1.1796763802594977e-4
101752063,1.48259156542505e-8,1.79843138656253e-9,0,0,0
427821,1,1,0.0674030473038053,1,0.03461944909484876
418354,1,1,0,0.838122354186541,0
770153,1,1,0.00859823771966591,1,0.03708316904886838
423217,7.00815102262629e-8,8.83559289730845e-9,0,9.11031185608468e-15,0
428608,1,1,0.0141995533623882,0.94959565287352,0
423849,4.78683081400981e-10,5.37090241684231e-11,0,0,0
419729,1,1,1.76835995449873e-6,0.178069811592087,0
418459,1,1,0.136209744966559,0.981011023251442,0.5672172328737753
416509,1,1,2.57679132501493e-4,0.868129730852508,0
423837,1,1,1,1,1
427473,1,1,0.00147337163057238,0.34756672910334,0.3061961559850102
NA,1,1,0.0404752439050769,0.492584756640894,1.1155403341210446e-5
769979,1,1,7.32576261779774e-4,0.0633694420537175,1
416329,0.00170906351040968,3.15456470517704e-4,0,0.00507607176312519,6.096490517285657e-8
419649,1,1,0.787198252328278,1,1
421173,0.300155429737766,0.0893779240246216,4.13676040127814e-7,0.636823229056239,0
396167,1,1,1.10476643465933e-10,0.200026357383532,1
419497,1,1,0,4.33207935615498e-4,0
421126,1.05928119746183e-13,9.65464821491686e-15,0,0,0
417327,1,1,0.535669334079761,0.715533407296462,0.4026023471813857
417519,1,1,0.0045702204613597,0.227929201566373,0.0025037668188951636
768556,0.0714556255666336,0.0176666452774092,2.97743917484124e-10,1.24979255179742e-4,1.8014881342464526e-11
419825,1,1,1,0.088690048277456,2.718892749473306e-4
416084,1,1,0.0879383759059206,0.348280372132779,0.01842697833580519
426630,1,1,5.76873067347641e-4,1,0
416250,5.41259282291942e-11,5.8211461607289e-12,0,0,0
415665,0.0414940579383259,0.00971065600770848,0,0.0759406112216024,0
431599,1,1,4.79238350777175e-7,0.00280471640415459,0
768824,1,1,0.150705045233712,1,0.7933143669081127
416560,1,1,1.27130235734117e-8,0.470373681857236,0.007472629102671686
768688,1,1,0.327424018494792,1,1
NA,1,1,0.170996632821116,0.857429648813748,1
416869,1,1,1,0.20931621918001,0.19465744901348656
100859394,1,0.616222009965341,2.54688635820203e-4,0.11518257181337,4.7589199042585373e-7
374024,1,1,1,0.528839825820779,0.8769842271412391
428371,1,1,1,1,0.0017887837132327996
415926,1,1,2.76817248601106e-15,0.868129730852508,0.0046937025720960555
420669,1,1,1,0.33959529101146,0
769750,1,1,0.221386411722269,0.89688460886588,0.749285914247035
420503,6.58786578934766e-7,8.83595765665826e-8,0,1.59605207708901e-15,0
416035,1,0.831830510273486,1.32986803082654e-9,4.84533241482524e-4,1.9425238306780556e-9
100858564,1,1,1,1,0.09092920173427502
424421,8.81484029026573e-6,1.28441262424288e-6,2.09587989567597e-15,6.88613916846124e-14,0
424795,1,1,0.557188653249426,0.829087965134995,0.049328335495195504
424430,1,1,7.38427879538907e-9,5.13211470222069e-6,1
419760,1,1,0.058867417092957,1,0
416613,5.02619398643726e-7,6.68668441316823e-8,0,2.54227716850424e-8,0
768752,1,1,0.00134388690596094,0.218291268083618,0.6971817152254671
777286,1,1,9.36134993679509e-4,1,1
422849,1,1,0.0542765748296747,0.259881438791196,0.0019054496173308247
396210,1,1,0.127203312878748,0.869171880992562,3.275070966865296e-9
421703,1,1,8.09683484510699e-10,0.00751145754247722,0
418674,1,1,5.63114431321441e-8,1,0
423009,1,1,0.00521887680162555,0.598662763024217,0.009625669377572876
415435,1,1,8.99189603814238e-6,1,0
423734,0.00586883903164742,0.00117167875935179,2.49100268714051e-13,1.12299964809055e-6,0
772017,0.00331604752077459,6.38064433721904e-4,3.34062455893716e-11,1.50132854856503e-8,0
772264,1,1,1,1,1
422420,1,1,0.0204103528975471,1,2.52258001585137e-4
421777,1,1,8.55538136591036e-5,0.636823229056239,0.07236314995366346
423239,1,1,1.5824214384842e-12,2.35088022401301e-7,1
419552,1,1,1.31636146985245e-5,0.0710794980491719,0.10603013742590764
429032,0.00207239180711523,3.86817442405283e-4,3.07504232625887e-10,1.44013039499335e-6,1.9199410380230625e-5
416314,1,1,1,0.485189691434746,3.288985429437243e-4
418524,4.82348649593324e-5,7.49349592174921e-6,0,2.05891589611341e-11,1.3467769861230867e-13
419824,1,1,0.00134388690596094,0.00372014426151508,0
418567,1,1,3.41836906040277e-5,1,0
419287,0.256707828081199,0.0745501327149647,0,0.0648042609760883,7.670140546034432e-7
426317,1,1,0.00121200031491474,0.00100277508222839,1.8815182360012457e-15
423565,1,1,0.014508405205677,0.598210203021989,0.33985520902981653
416640,1,1,0.0114782766890081,1,0.8694224021903885
417495,1,1,0.0176058105289943,0.561470060567946,1
426292,1,1,3.47228760520847e-5,6.91626868304793e-5,0
395189,0,0,0,0,3.383621009870098e-6
423460,1,1,0.108449730941297,0.86396714896118,0.00517511760584598
421017,1,1,1.23071839853547e-5,0.00745158358271958,2.495270940561116e-5
416239,1.4655073552364e-8,1.7771383784407e-9,0,0,0
422999,1,1,1.38838404068685e-7,0.00270428781020037,0
NA,1,1,1,1,0.35880000582857596
429135,1,1,0.252380120388509,0.554888547590928,0.22563218489786543
NA,1,1,0.0972189853846937,0.825090950209935,2.9551435087043655e-7
424399,1,1,6.96075890771952e-13,0.00313604537814975,2.809564392947806e-15
424975,1,1,1,0.742175933097185,1
425524,1,1,0,0.568055455710394,0
427678,1,1,1.82543668942029e-6,0.778593109574949,0
419736,1,1,0.78889377925771,0.5827346756973,0.6441775776146889
768451,1,1,0.0105128383037654,0.100097721249474,0.056365736852147144
100859676,1,1,0.0209094299720894,0.108007046623441,1
418239,1,1,1.62084034219907e-6,0.0210454145235714,0
418430,1,1,7.80667243091769e-7,0.79647146189733,0.3132864772348389
418842,1,1,5.60854912698292e-5,0.112735733988837,2.1042875794998377e-13
418882,0,0,0,0,0
418888,1,1,1,1,1
770172,1,1,2.46283219276669e-4,0.215967641111394,0.009580164464658038
421273,1,1,1,0.75902146896401,3.763461751503817e-8
395175,1,1,2.46156395253509e-6,0.746937596024179,0
420876,1,1,1.52979131736524e-8,0.117550131822129,3.0265436118592846e-4
417716,1,1,0.0168551023468605,1,1
770982,1,1,4.3387124535243e-11,0.287783360337871,0.7970134993748623
417523,1,1,5.49962096508187e-8,0.246569357300219,0.0380932957335605
427797,1,1,0.252962463701208,0.806144524776045,1.1615280295646207e-4
419337,1,1,2.86945137804039e-7,0.619675773787135,1
421929,1,1,1.27072871172841e-13,0.0627216787328487,6.005256763773253e-7
769765,1,1,1,1,0.03942846892211371
408032,1,1,1,1,0.5897550342248623
420137,0,0,0,0,1.441590744587208e-9
396093,1,1,2.73127855412762e-6,0.176908132860667,3.822016378252582e-4
417160,0.00467776025874344,9.20140413543486e-4,0,1.76139337623033e-8,1
428432,1,1,7.57378144752758e-7,0.397063007310498,6.265298637699676e-8
422543,0.00179585450902584,3.32419766457323e-4,7.69822885993145e-11,2.68277488701096e-6,4.192814022421051e-6
771556,1,1,4.4204872353828e-8,0.900182731825514,0
430580,1,1,2.42169168275944e-14,0.0352888287730611,0
418451,1,1,0,0.135834603013098,0
422048,0,0,0,0,0.7908076512425176
423259,1,1,0.0366729208211992,0.725221882922652,1
415826,1,1,1,0.607138156205465,0.008112511031954477
770620,1,1,1,1,1
415807,6.53224837030382e-6,9.42118191203655e-7,2.09587989567597e-15,9.23121053564344e-12,1.223631701014421e-10
422139,1,1,1,1,0
100858128,1,1,1.1752012927439e-8,0.390149067633257,0.27666600553726245
100859040,1,1,0.0776530634638416,0.282903389519505,0.008795198857863895
407088,0.655784628650923,0.225945347670598,0,2.51617653339754e-4,0.0023802682401808492
425046,0.303546771952176,0.0905710042247703,1.07319058789056e-5,1.08304584579754e-5,0.004344130803234307
395654,1,1,4.66445672920922e-7,1,1
423505,1,1,3.71666036340578e-6,0.012843764801471,0.2606490325405709
418789,1.52055687988313e-6,2.09150686493922e-7,0,3.74062355164758e-12,0
420731,1,1,0.00954536861296187,0.52172169021883,0.13154473444683065
418398,1,1,1,1,1
417184,1,1,0.00137886958732428,1,0
422496,1,1,9.59587864204713e-9,0.659877038620044,0.5360155308158856
101747567,0.90304867727235,0.335480787744808,1.97092253121632e-4,0.00168484171911004,0.314088363678152
770055,0,0,0,0,0
419415,1,1,0.327913382051557,1,5.716435651796979e-6
419789,1,1,1,0.272803066552935,1.54071090086054e-8
417472,0.0256836020447223,0.00574680077997792,0,4.74082462068495e-8,0
NA,1,1,3.03727308551279e-14,1.48856562195761e-5,0
423128,1,1,1,0.608259241198508,0
415718,1,0.909338749705629,2.31799895309944e-5,0.0238350778314796,0
420514,0.189871033458784,0.0528003435567865,1.50134489094689e-9,3.87561394973091e-6,0
431530,1,1,9.80516100756603e-9,0.288434191783902,0
416559,1,1,1,0.687835521617187,1.572280577458703e-4
772101,1,1,0.00800965760161013,0.182201523776758,9.394374116459457e-11
416144,1,1,1,0.931813638495831,1
424912,1,1,0.236441417676344,0.755755795957057,1.1005335805277808e-11
428238,1,1,5.88942151090655e-8,0.52064237672694,1.136975059670879e-6
422978,1,1,0.00574937696165309,0.896721904328823,0
415588,0,0,0,0,0
417899,0.222133703348662,0.063137265523095,5.84445841562108e-5,0.00103186701711973,0.2615295559876023
101750732,1,1,1.08424716789802e-7,0.00281865392418847,0
421861,1,1,0.0193232720309576,0.577833346067536,0.9444113457637023
418063,1,1,0.00174883284389183,0.126579344570066,0.8486533968696165
770869,9.04149517710066e-5,1.44224067205643e-5,2.90702029773357e-13,7.95695258018607e-9,0.003104040559302979
428140,1,1,7.92854740092854e-11,0.0165740326715778,3.491316802163888e-8
427762,1,1,0.00776546689181276,0.0882442960647123,0.04246499564655261
395639,1,1,0.00779887844800124,1,0
422942,1,1,0.0112244266362426,0.368613909476643,0.046185793947971364
419341,0.726552024487511,0.256247566175586,1.25252937431934e-7,0.0131719629820149,1
428527,1.85455546929662e-4,3.05239618709001e-5,0,4.16281629800474e-11,0
421301,1,1,2.95190232405942e-4,0.0353166739708441,1.46198264441563e-6
428723,1,1,0.0412384603445789,0.10002754534284,0
418397,0.0818252310882053,0.0205231277875581,1.69080084872994e-8,1.61192302940083e-5,1.5931190861083144e-4
100859520,0.464020985417792,0.148929355309182,2.596080245147e-9,0.583151308221344,0
416635,1,1,8.28289304616333e-6,0.40828655695183,0.18852259354170264
422461,1,1,1,1,0.06847831637666986
423704,0.662412851721473,0.228728162424804,3.80882006442741e-11,1,1.1560531977712255e-8
424339,1.27359251150459e-10,1.39235016210668e-11,0,0,0
427182,1,1,5.17183526641569e-7,0.159057071268694,0
417885,0.185766177889651,0.0515029802303248,7.10730604420638e-6,0.0168084166221035,0
420673,1,0.524930775786581,6.43255141020543e-6,0.00182040019189158,1
422249,1,1,0.00977923293133252,0.304533027107108,8.69008538124868e-5
395615,1,1,3.73248027925696e-4,0.235180917952236,0
424532,3.38195655494251e-5,5.1811168776463e-6,0,4.2139206201224e-11,0
424733,2.35190198204102e-6,3.27972765700852e-7,0,6.32696120084126e-13,0
373939,1,1,0.0133152598776621,0.640824487856182,1
101748842,1,0.436459611274353,1.37526539911312e-7,6.266047702731e-4,1.154847132189995e-6
421793,2.07476117275069e-4,3.43290165349641e-5,0,1.47404142043473e-7,0
422792,1,1,0.00782186779680522,0.108163296182711,0.002840866456862491
428948,1,1,0.0543751778515157,0.351161118296478,0.12810183834825956
421770,1,0.415988010830679,0.00909400609867497,0.00724177705526132,0
395134,1,1,0,1.92840391402885e-7,0
395678,1,1,1,0.550801018155431,0.0011490556075317493
417742,0.00261874288669232,4.95855692440194e-4,4.09102935398467e-15,5.26720818984441e-12,0
404302,1,1,1,0.495920078433456,2.560515200731779e-7
421990,1,1,1,0.322586927780549,8.416009892927642e-12
420508,1.61279548855704e-11,1.69635436007695e-12,0,0,0
427245,2.57845289481295e-8,3.17037680298476e-9,0,0,0
100858126,1,1,1,1,0.061092452408694126
NA,1,1,3.14446918203168e-7,0.149651224008439,1
423674,1,1,6.51786214487865e-4,0.631200531648658,0.01698399683950815
422556,1,1,0.371120574782946,1,0.006286919972366617
770519,1,1,8.94641807944806e-4,0.0373232021226672,0.5057289439687843
424195,9.45657438013633e-7,1.28219143416592e-7,0,6.91632429226434e-11,0
423379,1,1,2.05066431255044e-5,0.985427519681186,8.384095293733822e-9
427297,1,1,6.04288971231231e-4,0.866450516663935,0
423413,1,1,0.0140712124744742,0.149927848363001,1
431585,8.66555338238562e-10,9.84448823419314e-11,0,0,0
423669,1,1,0.4309872941469,0.206998319709728,0
395973,1,1,1.2121388422351e-4,0.0569058776209517,0.5486721081706706
427828,1,1,0.0190497232913071,0.83619307780945,0
395549,1,1,1.75586025268696e-5,0.270170787144287,1.831523053174194e-4
425900,3.37498447775397e-9,3.95530202550185e-10,0,0,0
417720,0.0173177576303769,0.00374682847840775,1.62727553596323e-14,9.14062198118228e-8,3.1390815121105816e-7
415891,1,1,1,0.571062164579181,1
422263,1,1,0.29297353493723,0.658881056357314,3.802086850485536e-14
424763,1,1,1,0.00358384115768512,1
415927,0.0150916837311689,0.00322721118061726,3.42483738825332e-13,9.66983195858845e-6,0
771221,1,1,0.39652022030088,0.440916854239604,1
378930,1,1,0.0163627073378952,0.37474703296318,1
100857958,1,1,0.00349417512647362,1,4.171943444284869e-6
